,DATE,PLANT_NAME,MATERIAL_NAME,TOTAL_UNRESTRICTED_STOCK
845,2024/12/31,CHINA-WAREHOUSE,MAT-0114,37375
846,2024/12/31,CHINA-WAREHOUSE,MAT-0116,238175
847,2024/12/31,CHINA-WAREHOUSE,MAT-0118,1193275
848,2024/12/31,CHINA-WAREHOUSE,MAT-0120,1372675
849,2024/12/31,CHINA-WAREHOUSE,MAT-0129,297000
850,2024/12/31,CHINA-WAREHOUSE,MAT-0133,49500
851,2024/12/31,CHINA-WAREHOUSE,MAT-0134,940500
852,2024/12/31,CHINA-WAREHOUSE,MAT-0137,522750
853,2024/12/31,CHINA-WAREHOUSE,MAT-0142,962425
854,2024/12/31,CHINA-WAREHOUSE,MAT-0143,972325
855,2024/12/31,CHINA-WAREHOUSE,MAT-0144,2378200
856,2024/12/31,CHINA-WAREHOUSE,MAT-0145,4580275
857,2024/12/31,CHINA-WAREHOUSE,MAT-0146,273325
858,2024/12/31,CHINA-WAREHOUSE,MAT-0147,240650
859,2024/12/31,CHINA-WAREHOUSE,MAT-0148,1750
860,2024/12/31,CHINA-WAREHOUSE,MAT-0149,0
861,2024/12/31,CHINA-WAREHOUSE,MAT-0150,16725
862,2024/12/31,CHINA-WAREHOUSE,MAT-0151,72925
863,2024/12/31,CHINA-WAREHOUSE,MAT-0152,40950
864,2024/12/31,CHINA-WAREHOUSE,MAT-0153,3550
865,2024/12/31,CHINA-WAREHOUSE,MAT-0156,217450
866,2024/12/31,CHINA-WAREHOUSE,MAT-0158,276500
867,2024/12/31,CHINA-WAREHOUSE,MAT-0159,237175
868,2024/12/31,CHINA-WAREHOUSE,MAT-0160,1426350
869,2024/12/31,CHINA-WAREHOUSE,MAT-0163,375
870,2024/12/31,CHINA-WAREHOUSE,MAT-0164,27150
871,2024/12/31,CHINA-WAREHOUSE,MAT-0165,74325
872,2024/12/31,CHINA-WAREHOUSE,MAT-0166,1977275
873,2024/12/31,CHINA-WAREHOUSE,MAT-0167,333100
874,2024/12/31,CHINA-WAREHOUSE,MAT-0168,87975
875,2024/12/31,CHINA-WAREHOUSE,MAT-0169,153000
876,2024/12/31,CHINA-WAREHOUSE,MAT-0170,102000
877,2024/12/31,CHINA-WAREHOUSE,MAT-0174,75
878,2024/12/31,CHINA-WAREHOUSE,MAT-0175,25
879,2024/12/31,CHINA-WAREHOUSE,MAT-0176,99000
880,2024/12/31,CHINA-WAREHOUSE,MAT-0177,2425
881,2024/12/31,CHINA-WAREHOUSE,MAT-0178,26200
882,2024/12/31,CHINA-WAREHOUSE,MAT-0179,7275
883,2024/12/31,CHINA-WAREHOUSE,MAT-0180,206375
884,2024/12/31,CHINA-WAREHOUSE,MAT-0181,0
885,2024/12/31,CHINA-WAREHOUSE,MAT-0185,102000
886,2024/12/31,CHINA-WAREHOUSE,MAT-0188,7250
887,2024/12/31,CHINA-WAREHOUSE,MAT-0189,5200
888,2024/12/31,CHINA-WAREHOUSE,MAT-0190,836000
889,2024/12/31,CHINA-WAREHOUSE,MAT-0193,199959
890,2024/12/31,CHINA-WAREHOUSE,MAT-0195,0
891,2024/12/31,CHINA-WAREHOUSE,MAT-0196,11250
892,2024/12/31,CHINA-WAREHOUSE,MAT-0197,76500
893,2024/12/31,CHINA-WAREHOUSE,MAT-0198,1632250
894,2024/12/31,CHINA-WAREHOUSE,MAT-0199,14350
895,2024/12/31,CHINA-WAREHOUSE,MAT-0201,208350
896,2024/12/31,CHINA-WAREHOUSE,MAT-0202,39125
897,2024/12/31,CHINA-WAREHOUSE,MAT-0204,10200
898,2024/12/31,CHINA-WAREHOUSE,MAT-0206,600075
899,2024/12/31,CHINA-WAREHOUSE,MAT-0207,52775
900,2024/12/31,CHINA-WAREHOUSE,MAT-0217,12000
901,2024/12/31,CHINA-WAREHOUSE,MAT-0218,500
902,2024/12/31,CHINA-WAREHOUSE,MAT-0220,420725
903,2024/12/31,CHINA-WAREHOUSE,MAT-0229,2723225
904,2024/12/31,CHINA-WAREHOUSE,MAT-0231,25
905,2024/12/31,CHINA-WAREHOUSE,MAT-0232,1474275
906,2024/12/31,CHINA-WAREHOUSE,MAT-0233,51100
907,2024/12/31,CHINA-WAREHOUSE,MAT-0234,340950
908,2024/12/31,CHINA-WAREHOUSE,MAT-0235,25
909,2024/12/31,CHINA-WAREHOUSE,MAT-0236,89050
910,2024/12/31,CHINA-WAREHOUSE,MAT-0237,583425
911,2024/12/31,CHINA-WAREHOUSE,MAT-0238,0
912,2024/12/31,CHINA-WAREHOUSE,MAT-0239,181500
913,2024/12/31,CHINA-WAREHOUSE,MAT-0240,13500
914,2024/12/31,CHINA-WAREHOUSE,MAT-0246,308375
915,2024/12/31,CHINA-WAREHOUSE,MAT-0254,166925
916,2024/12/31,CHINA-WAREHOUSE,MAT-0255,192500
917,2024/12/31,CHINA-WAREHOUSE,MAT-0256,97500
918,2024/12/31,CHINA-WAREHOUSE,MAT-0260,600
919,2024/12/31,CHINA-WAREHOUSE,MAT-0261,403900
920,2024/12/31,CHINA-WAREHOUSE,MAT-0263,900
921,2024/12/31,CHINA-WAREHOUSE,MAT-0264,129775
922,2024/12/31,CHINA-WAREHOUSE,MAT-0265,1031975
923,2024/12/31,CHINA-WAREHOUSE,MAT-0266,127175
924,2024/12/31,CHINA-WAREHOUSE,MAT-0267,21275
925,2024/12/31,CHINA-WAREHOUSE,MAT-0268,1340700
926,2024/12/31,CHINA-WAREHOUSE,MAT-0270,183050
927,2024/12/31,CHINA-WAREHOUSE,MAT-0273,103000
928,2024/12/31,CHINA-WAREHOUSE,MAT-0276,371050
929,2024/12/31,CHINA-WAREHOUSE,MAT-0279,1275
930,2024/12/31,CHINA-WAREHOUSE,MAT-0281,946850
931,2024/12/31,CHINA-WAREHOUSE,MAT-0284,28325
932,2024/12/31,CHINA-WAREHOUSE,MAT-0285,94875
933,2024/12/31,CHINA-WAREHOUSE,MAT-0286,27000
934,2024/12/31,CHINA-WAREHOUSE,MAT-0287,725
935,2024/12/31,CHINA-WAREHOUSE,MAT-0290,24700
936,2024/12/31,CHINA-WAREHOUSE,MAT-0291,21700
937,2024/12/31,CHINA-WAREHOUSE,MAT-0294,1800
938,2024/12/31,CHINA-WAREHOUSE,MAT-0295,5075
939,2024/12/31,CHINA-WAREHOUSE,MAT-0296,24750
940,2024/12/31,CHINA-WAREHOUSE,MAT-0297,0
941,2024/12/31,CHINA-WAREHOUSE,MAT-0299,1825
942,2024/12/31,CHINA-WAREHOUSE,MAT-0312,136000
943,2024/12/31,CHINA-WAREHOUSE,MAT-0313,47800
944,2024/12/31,CHINA-WAREHOUSE,MAT-0314,648175
945,2024/12/31,CHINA-WAREHOUSE,MAT-0315,125750
946,2024/12/31,CHINA-WAREHOUSE,MAT-0316,2050
947,2024/12/31,CHINA-WAREHOUSE,MAT-0317,109350
948,2024/12/31,CHINA-WAREHOUSE,MAT-0318,864725
949,2024/12/31,CHINA-WAREHOUSE,MAT-0319,1140625
950,2024/12/31,CHINA-WAREHOUSE,MAT-0320,891000
951,2024/12/31,CHINA-WAREHOUSE,MAT-0321,20225
952,2024/12/31,CHINA-WAREHOUSE,MAT-0322,2475
953,2024/12/31,CHINA-WAREHOUSE,MAT-0323,132450
954,2024/12/31,CHINA-WAREHOUSE,MAT-0324,207525
955,2024/12/31,CHINA-WAREHOUSE,MAT-0325,836975
956,2024/12/31,CHINA-WAREHOUSE,MAT-0326,10650
957,2024/12/31,CHINA-WAREHOUSE,MAT-0327,100500
958,2024/12/31,CHINA-WAREHOUSE,MAT-0328,54000
959,2024/12/31,CHINA-WAREHOUSE,MAT-0329,675
960,2024/12/31,CHINA-WAREHOUSE,MAT-0330,24275
961,2024/12/31,CHINA-WAREHOUSE,MAT-0332,8357800
962,2024/12/31,CHINA-WAREHOUSE,MAT-0333,67500
963,2024/12/31,CHINA-WAREHOUSE,MAT-0334,24750
964,2024/12/31,CHINA-WAREHOUSE,MAT-0335,198000
965,2024/12/31,CHINA-WAREHOUSE,MAT-0338,75
966,2024/12/31,CHINA-WAREHOUSE,MAT-0339,25500
967,2024/12/31,CHINA-WAREHOUSE,MAT-0340,394175
968,2024/12/31,CHINA-WAREHOUSE,MAT-0341,117850
969,2024/12/31,CHINA-WAREHOUSE,MAT-0342,148500
970,2024/12/31,CHINA-WAREHOUSE,MAT-0343,49000
971,2024/12/31,CHINA-WAREHOUSE,MAT-0350,0
972,2024/12/31,CHINA-WAREHOUSE,MAT-0351,1350
973,2024/12/31,CHINA-WAREHOUSE,MAT-0352,11600
974,2024/12/31,CHINA-WAREHOUSE,MAT-0353,106975
975,2024/12/31,CHINA-WAREHOUSE,MAT-0354,17275
976,2024/12/31,CHINA-WAREHOUSE,MAT-0356,582225
977,2024/12/31,CHINA-WAREHOUSE,MAT-0357,14025
978,2024/12/31,CHINA-WAREHOUSE,MAT-0358,25
979,2024/12/31,CHINA-WAREHOUSE,MAT-0363,222250
980,2024/12/31,CHINA-WAREHOUSE,MAT-0367,16000
981,2024/12/31,CHINA-WAREHOUSE,MAT-0368,90750
982,2024/12/31,CHINA-WAREHOUSE,MAT-0369,8075
983,2024/12/31,CHINA-WAREHOUSE,MAT-0370,0
984,2024/12/31,CHINA-WAREHOUSE,MAT-0373,8150
985,2024/12/31,CHINA-WAREHOUSE,MAT-0374,97825
986,2024/12/31,CHINA-WAREHOUSE,MAT-0375,71125
987,2024/12/31,CHINA-WAREHOUSE,MAT-0376,110275
988,2024/12/31,CHINA-WAREHOUSE,MAT-0377,184050
989,2024/12/31,CHINA-WAREHOUSE,MAT-0378,168200
990,2024/12/31,CHINA-WAREHOUSE,MAT-0379,427950
991,2024/12/31,CHINA-WAREHOUSE,MAT-0380,27500
992,2024/12/31,CHINA-WAREHOUSE,MAT-0381,74250
993,2024/12/31,CHINA-WAREHOUSE,MAT-0382,124125
994,2024/12/31,CHINA-WAREHOUSE,MAT-0384,122875
995,2024/12/31,CHINA-WAREHOUSE,MAT-0386,219925
996,2024/12/31,CHINA-WAREHOUSE,MAT-0387,20800
997,2024/12/31,CHINA-WAREHOUSE,MAT-0388,1175
998,2024/12/31,CHINA-WAREHOUSE,MAT-0389,953500
999,2024/12/31,CHINA-WAREHOUSE,MAT-0390,74275
1000,2024/12/31,CHINA-WAREHOUSE,MAT-0392,24150
1001,2024/12/31,CHINA-WAREHOUSE,MAT-0393,140875
1002,2024/12/31,CHINA-WAREHOUSE,MAT-0397,22425
1003,2024/12/31,CHINA-WAREHOUSE,MAT-0399,594375
1004,2024/12/31,CHINA-WAREHOUSE,MAT-0400,21450
1005,2024/12/31,CHINA-WAREHOUSE,MAT-0402,1421375
1006,2024/12/31,CHINA-WAREHOUSE,MAT-0409,24600
1007,2024/12/31,CHINA-WAREHOUSE,MAT-0413,478300
1008,2024/12/31,CHINA-WAREHOUSE,MAT-0414,64800
1009,2024/12/31,CHINA-WAREHOUSE,MAT-0415,600225
1010,2024/12/31,CHINA-WAREHOUSE,MAT-0416,198300
1011,2024/12/31,CHINA-WAREHOUSE,MAT-0417,37700
1012,2024/12/31,CHINA-WAREHOUSE,MAT-0426,76500
1013,2024/12/31,CHINA-WAREHOUSE,MAT-0428,385025
1014,2024/12/31,CHINA-WAREHOUSE,MAT-0429,950
1015,2024/12/31,CHINA-WAREHOUSE,MAT-0430,355225
1016,2024/02/29,CHINA-WAREHOUSE,MAT-0001,1843725
1017,2024/02/29,CHINA-WAREHOUSE,MAT-0002,1175
1018,2024/02/29,CHINA-WAREHOUSE,MAT-0003,112540
1019,2024/02/29,CHINA-WAREHOUSE,MAT-0004,83925
1020,2024/02/29,CHINA-WAREHOUSE,MAT-0006,3850
1021,2024/02/29,CHINA-WAREHOUSE,MAT-0007,803375
1022,2024/02/29,CHINA-WAREHOUSE,MAT-0008,1250
1023,2024/02/29,CHINA-WAREHOUSE,MAT-0009,202800
1024,2024/02/29,CHINA-WAREHOUSE,MAT-0013,535000
1025,2024/02/29,CHINA-WAREHOUSE,MAT-0015,1030375
1026,2024/02/29,CHINA-WAREHOUSE,MAT-0017,74600
1027,2024/02/29,CHINA-WAREHOUSE,MAT-0032,500525
1028,2024/02/29,CHINA-WAREHOUSE,MAT-0035,552200
1029,2024/02/29,CHINA-WAREHOUSE,MAT-0036,91950
1030,2024/02/29,CHINA-WAREHOUSE,MAT-0042,123500
1031,2024/02/29,CHINA-WAREHOUSE,MAT-0046,898050
1032,2024/02/29,CHINA-WAREHOUSE,MAT-0047,602150
1033,2024/02/29,CHINA-WAREHOUSE,MAT-0049,366350
1034,2024/02/29,CHINA-WAREHOUSE,MAT-0050,224100
1035,2024/02/29,CHINA-WAREHOUSE,MAT-0052,8400
1036,2024/02/29,CHINA-WAREHOUSE,MAT-0053,59275
1037,2024/02/29,CHINA-WAREHOUSE,MAT-0054,5000
1038,2024/02/29,CHINA-WAREHOUSE,MAT-0055,571900
1039,2024/02/29,CHINA-WAREHOUSE,MAT-0056,642725
1040,2024/02/29,CHINA-WAREHOUSE,MAT-0057,16575
1041,2024/02/29,CHINA-WAREHOUSE,MAT-0064,250
1042,2024/02/29,CHINA-WAREHOUSE,MAT-0065,568400
1043,2024/02/29,CHINA-WAREHOUSE,MAT-0066,74100
1044,2024/02/29,CHINA-WAREHOUSE,MAT-0082,248550
1045,2024/02/29,CHINA-WAREHOUSE,MAT-0084,206825
1046,2024/02/29,CHINA-WAREHOUSE,MAT-0085,15100
1047,2024/02/29,CHINA-WAREHOUSE,MAT-0094,1800
1048,2024/02/29,CHINA-WAREHOUSE,MAT-0096,222650
1049,2024/02/29,CHINA-WAREHOUSE,MAT-0097,545025
1050,2024/02/29,CHINA-WAREHOUSE,MAT-0098,151000
1051,2024/02/29,CHINA-WAREHOUSE,MAT-0099,1054225
1052,2024/02/29,CHINA-WAREHOUSE,MAT-0100,16525
1053,2024/02/29,CHINA-WAREHOUSE,MAT-0101,173100
1054,2024/02/29,CHINA-WAREHOUSE,MAT-0102,24700
1055,2024/02/29,CHINA-WAREHOUSE,MAT-0103,40625
1056,2024/02/29,CHINA-WAREHOUSE,MAT-0104,14625
1057,2024/02/29,CHINA-WAREHOUSE,MAT-0111,219800
1058,2024/02/29,CHINA-WAREHOUSE,MAT-0112,304700
1059,2024/02/29,CHINA-WAREHOUSE,MAT-0113,153350
1060,2024/02/29,CHINA-WAREHOUSE,MAT-0114,98150
1061,2024/02/29,CHINA-WAREHOUSE,MAT-0115,23725
1062,2024/02/29,CHINA-WAREHOUSE,MAT-0116,10100
1063,2024/02/29,CHINA-WAREHOUSE,MAT-0117,21300
1064,2024/02/29,CHINA-WAREHOUSE,MAT-0137,364200
1065,2024/02/29,CHINA-WAREHOUSE,MAT-0138,23725
1066,2024/02/29,CHINA-WAREHOUSE,MAT-0142,833125
1067,2024/02/29,CHINA-WAREHOUSE,MAT-0143,911350
1068,2024/02/29,CHINA-WAREHOUSE,MAT-0144,414250
1069,2024/02/29,CHINA-WAREHOUSE,MAT-0145,2420450
1070,2024/02/29,CHINA-WAREHOUSE,MAT-0146,400575
1071,2024/02/29,CHINA-WAREHOUSE,MAT-0147,191675
1072,2024/02/29,CHINA-WAREHOUSE,MAT-0148,15550
1073,2024/02/29,CHINA-WAREHOUSE,MAT-0150,270625
1074,2024/02/29,CHINA-WAREHOUSE,MAT-0151,296125
1075,2024/02/29,CHINA-WAREHOUSE,MAT-0152,40950
1076,2024/02/29,CHINA-WAREHOUSE,MAT-0153,767425
1077,2024/02/29,CHINA-WAREHOUSE,MAT-0154,137700
1078,2024/02/29,CHINA-WAREHOUSE,MAT-0156,2000
1079,2024/02/29,CHINA-WAREHOUSE,MAT-0157,700
1080,2024/02/29,CHINA-WAREHOUSE,MAT-0158,134225
1081,2024/02/29,CHINA-WAREHOUSE,MAT-0159,237625
1082,2024/02/29,CHINA-WAREHOUSE,MAT-0161,99000
1083,2024/02/29,CHINA-WAREHOUSE,MAT-0162,24750
1084,2024/02/29,CHINA-WAREHOUSE,MAT-0174,23375
1085,2024/02/29,CHINA-WAREHOUSE,MAT-0176,280275
1086,2024/02/29,CHINA-WAREHOUSE,MAT-0177,2450
1087,2024/02/29,CHINA-WAREHOUSE,MAT-0178,1950
1088,2024/02/29,CHINA-WAREHOUSE,MAT-0179,22150
1089,2024/02/29,CHINA-WAREHOUSE,MAT-0180,46600
1090,2024/02/29,CHINA-WAREHOUSE,MAT-0193,57120
1091,2024/02/29,CHINA-WAREHOUSE,MAT-0194,75
1092,2024/02/29,CHINA-WAREHOUSE,MAT-0195,606750
1093,2024/02/29,CHINA-WAREHOUSE,MAT-0197,3000
1094,2024/02/29,CHINA-WAREHOUSE,MAT-0198,616675
1095,2024/02/29,CHINA-WAREHOUSE,MAT-0199,14600
1096,2024/02/29,CHINA-WAREHOUSE,MAT-0200,600
1097,2024/02/29,CHINA-WAREHOUSE,MAT-0201,928750
1098,2024/02/29,CHINA-WAREHOUSE,MAT-0202,119375
1099,2024/02/29,CHINA-WAREHOUSE,MAT-0204,10200
1100,2024/02/29,CHINA-WAREHOUSE,MAT-0206,498775
1101,2024/02/29,CHINA-WAREHOUSE,MAT-0207,42625
1102,2024/02/29,CHINA-WAREHOUSE,MAT-0214,5000
1103,2024/02/29,CHINA-WAREHOUSE,MAT-0215,106800
1104,2024/02/29,CHINA-WAREHOUSE,MAT-0216,18520
1105,2024/02/29,CHINA-WAREHOUSE,MAT-0217,153700
1106,2024/02/29,CHINA-WAREHOUSE,MAT-0229,222375
1107,2024/02/29,CHINA-WAREHOUSE,MAT-0233,6425
1108,2024/02/29,CHINA-WAREHOUSE,MAT-0234,716975
1109,2024/02/29,CHINA-WAREHOUSE,MAT-0235,725
1110,2024/02/29,CHINA-WAREHOUSE,MAT-0236,110900
1111,2024/02/29,CHINA-WAREHOUSE,MAT-0237,599425
1112,2024/02/29,CHINA-WAREHOUSE,MAT-0256,98850
1113,2024/02/29,CHINA-WAREHOUSE,MAT-0257,4775
1114,2024/02/29,CHINA-WAREHOUSE,MAT-0258,11550
1115,2024/02/29,CHINA-WAREHOUSE,MAT-0259,238250
1116,2024/02/29,CHINA-WAREHOUSE,MAT-0260,2400
1117,2024/02/29,CHINA-WAREHOUSE,MAT-0261,535425
1118,2024/02/29,CHINA-WAREHOUSE,MAT-0262,49500
1119,2024/02/29,CHINA-WAREHOUSE,MAT-0264,287925
1120,2024/02/29,CHINA-WAREHOUSE,MAT-0265,101475
1121,2024/02/29,CHINA-WAREHOUSE,MAT-0266,222300
1122,2024/02/29,CHINA-WAREHOUSE,MAT-0267,9400
1123,2024/02/29,CHINA-WAREHOUSE,MAT-0268,465425
1124,2024/02/29,CHINA-WAREHOUSE,MAT-0269,12375
1125,2024/02/29,CHINA-WAREHOUSE,MAT-0270,428975
1126,2024/02/29,CHINA-WAREHOUSE,MAT-0271,600
1127,2024/02/29,CHINA-WAREHOUSE,MAT-0276,325675
1128,2024/02/29,CHINA-WAREHOUSE,MAT-0277,51925
1129,2024/02/29,CHINA-WAREHOUSE,MAT-0281,264025
1130,2024/02/29,CHINA-WAREHOUSE,MAT-0295,108850
1131,2024/02/29,CHINA-WAREHOUSE,MAT-0312,32325
1132,2024/02/29,CHINA-WAREHOUSE,MAT-0313,2400
1133,2024/02/29,CHINA-WAREHOUSE,MAT-0314,1532900
1134,2024/02/29,CHINA-WAREHOUSE,MAT-0316,1045725
1135,2024/02/29,CHINA-WAREHOUSE,MAT-0317,360300
1136,2024/02/29,CHINA-WAREHOUSE,MAT-0318,619650
1137,2024/02/29,CHINA-WAREHOUSE,MAT-0319,957100
1138,2024/02/29,CHINA-WAREHOUSE,MAT-0320,725
1139,2024/02/29,CHINA-WAREHOUSE,MAT-0321,110900
1140,2024/02/29,CHINA-WAREHOUSE,MAT-0322,991850
1141,2024/02/29,CHINA-WAREHOUSE,MAT-0323,297400
1142,2024/02/29,CHINA-WAREHOUSE,MAT-0324,549800
1143,2024/02/29,CHINA-WAREHOUSE,MAT-0325,678250
1144,2024/02/29,CHINA-WAREHOUSE,MAT-0326,83500
1145,2024/02/29,CHINA-WAREHOUSE,MAT-0327,231600
1146,2024/02/29,CHINA-WAREHOUSE,MAT-0328,1178575
1147,2024/02/29,CHINA-WAREHOUSE,MAT-0329,24300
1148,2024/02/29,CHINA-WAREHOUSE,MAT-0330,24275
1149,2024/02/29,CHINA-WAREHOUSE,MAT-0332,75550
1150,2024/02/29,CHINA-WAREHOUSE,MAT-0333,353250
1151,2024/02/29,CHINA-WAREHOUSE,MAT-0337,1000
1152,2024/02/29,CHINA-WAREHOUSE,MAT-0338,10950
1153,2024/02/29,CHINA-WAREHOUSE,MAT-0339,475
1154,2024/02/29,CHINA-WAREHOUSE,MAT-0340,389500
1155,2024/02/29,CHINA-WAREHOUSE,MAT-0350,1075
1156,2024/02/29,CHINA-WAREHOUSE,MAT-0351,143875
1157,2024/02/29,CHINA-WAREHOUSE,MAT-0352,17150
1158,2024/02/29,CHINA-WAREHOUSE,MAT-0353,566150
1159,2024/02/29,CHINA-WAREHOUSE,MAT-0354,49300
1160,2024/02/29,CHINA-WAREHOUSE,MAT-0356,61350
1161,2024/02/29,CHINA-WAREHOUSE,MAT-0357,82200
1162,2024/02/29,CHINA-WAREHOUSE,MAT-0358,1150
1163,2024/02/29,CHINA-WAREHOUSE,MAT-0362,3250
1164,2024/02/29,CHINA-WAREHOUSE,MAT-0373,4175
1165,2024/02/29,CHINA-WAREHOUSE,MAT-0374,24350
1166,2024/02/29,CHINA-WAREHOUSE,MAT-0375,102075
1167,2024/02/29,CHINA-WAREHOUSE,MAT-0376,2675
1168,2024/02/29,CHINA-WAREHOUSE,MAT-0377,152225
1169,2024/02/29,CHINA-WAREHOUSE,MAT-0378,479450
1170,2024/02/29,CHINA-WAREHOUSE,MAT-0379,473300
1171,2024/02/29,CHINA-WAREHOUSE,MAT-0380,31900
1172,2024/02/29,CHINA-WAREHOUSE,MAT-0381,49400
1173,2024/02/29,CHINA-WAREHOUSE,MAT-0382,871200
1174,2024/02/29,CHINA-WAREHOUSE,MAT-0383,49500
1175,2024/02/29,CHINA-WAREHOUSE,MAT-0384,148425
1176,2024/02/29,CHINA-WAREHOUSE,MAT-0385,650
1177,2024/02/29,CHINA-WAREHOUSE,MAT-0386,639400
1178,2024/02/29,CHINA-WAREHOUSE,MAT-0387,20800
1179,2024/02/29,CHINA-WAREHOUSE,MAT-0388,123750
1180,2024/02/29,CHINA-WAREHOUSE,MAT-0389,1266950
1181,2024/02/29,CHINA-WAREHOUSE,MAT-0390,330650
1182,2024/02/29,CHINA-WAREHOUSE,MAT-0391,24700
1183,2024/02/29,CHINA-WAREHOUSE,MAT-0396,106675
1184,2024/02/29,CHINA-WAREHOUSE,MAT-0397,25050
1185,2024/02/29,CHINA-WAREHOUSE,MAT-0398,43975
1186,2024/02/29,CHINA-WAREHOUSE,MAT-0413,166875
1187,2024/02/29,CHINA-WAREHOUSE,MAT-0415,50725
1188,2024/02/29,CHINA-WAREHOUSE,MAT-0416,535550
1189,2024/02/29,CHINA-WAREHOUSE,MAT-0428,364025
1190,2024/02/29,CHINA-WAREHOUSE,MAT-0429,850
1191,2024/02/29,CHINA-WAREHOUSE,MAT-0430,24750
1192,2024/03/31,CHINA-WAREHOUSE,MAT-0001,1393300
1193,2024/03/31,CHINA-WAREHOUSE,MAT-0002,1175
1194,2024/03/31,CHINA-WAREHOUSE,MAT-0003,112540
1195,2024/03/31,CHINA-WAREHOUSE,MAT-0004,80925
1196,2024/03/31,CHINA-WAREHOUSE,MAT-0007,876000
1197,2024/03/31,CHINA-WAREHOUSE,MAT-0008,1250
1198,2024/03/31,CHINA-WAREHOUSE,MAT-0009,15600
1199,2024/03/31,CHINA-WAREHOUSE,MAT-0013,428275
1200,2024/03/31,CHINA-WAREHOUSE,MAT-0015,1023625
1201,2024/03/31,CHINA-WAREHOUSE,MAT-0017,52100
1202,2024/03/31,CHINA-WAREHOUSE,MAT-0032,494450
1203,2024/03/31,CHINA-WAREHOUSE,MAT-0035,1042600
1204,2024/03/31,CHINA-WAREHOUSE,MAT-0036,196425
1205,2024/03/31,CHINA-WAREHOUSE,MAT-0042,96000
1206,2024/03/31,CHINA-WAREHOUSE,MAT-0046,719025
1207,2024/03/31,CHINA-WAREHOUSE,MAT-0047,579625
1208,2024/03/31,CHINA-WAREHOUSE,MAT-0049,563950
1209,2024/03/31,CHINA-WAREHOUSE,MAT-0050,224100
1210,2024/03/31,CHINA-WAREHOUSE,MAT-0052,8400
1211,2024/03/31,CHINA-WAREHOUSE,MAT-0053,238800
1212,2024/03/31,CHINA-WAREHOUSE,MAT-0054,5000
1213,2024/03/31,CHINA-WAREHOUSE,MAT-0055,457100
1214,2024/03/31,CHINA-WAREHOUSE,MAT-0056,579325
1215,2024/03/31,CHINA-WAREHOUSE,MAT-0057,16575
1216,2024/03/31,CHINA-WAREHOUSE,MAT-0064,250
1217,2024/03/31,CHINA-WAREHOUSE,MAT-0065,460325
1218,2024/03/31,CHINA-WAREHOUSE,MAT-0066,74100
1219,2024/03/31,CHINA-WAREHOUSE,MAT-0067,24750
1220,2024/03/31,CHINA-WAREHOUSE,MAT-0082,111050
1221,2024/03/31,CHINA-WAREHOUSE,MAT-0084,971375
1222,2024/03/31,CHINA-WAREHOUSE,MAT-0085,13375
1223,2024/03/31,CHINA-WAREHOUSE,MAT-0086,49500
1224,2024/03/31,CHINA-WAREHOUSE,MAT-0094,1800
1225,2024/03/31,CHINA-WAREHOUSE,MAT-0096,173150
1226,2024/03/31,CHINA-WAREHOUSE,MAT-0097,446025
1227,2024/03/31,CHINA-WAREHOUSE,MAT-0098,101500
1228,2024/03/31,CHINA-WAREHOUSE,MAT-0099,1029100
1229,2024/03/31,CHINA-WAREHOUSE,MAT-0100,16525
1230,2024/03/31,CHINA-WAREHOUSE,MAT-0101,172950
1231,2024/03/31,CHINA-WAREHOUSE,MAT-0102,24700
1232,2024/03/31,CHINA-WAREHOUSE,MAT-0103,30325
1233,2024/03/31,CHINA-WAREHOUSE,MAT-0104,21500
1234,2024/03/31,CHINA-WAREHOUSE,MAT-0105,49475
1235,2024/03/31,CHINA-WAREHOUSE,MAT-0106,12375
1236,2024/03/31,CHINA-WAREHOUSE,MAT-0111,219700
1237,2024/03/31,CHINA-WAREHOUSE,MAT-0112,574900
1238,2024/03/31,CHINA-WAREHOUSE,MAT-0113,151800
1239,2024/03/31,CHINA-WAREHOUSE,MAT-0114,93625
1240,2024/03/31,CHINA-WAREHOUSE,MAT-0115,20350
1241,2024/03/31,CHINA-WAREHOUSE,MAT-0116,6350
1242,2024/03/31,CHINA-WAREHOUSE,MAT-0117,21300
1243,2024/03/31,CHINA-WAREHOUSE,MAT-0137,285750
1244,2024/03/31,CHINA-WAREHOUSE,MAT-0138,23725
1245,2024/03/31,CHINA-WAREHOUSE,MAT-0142,586625
1246,2024/03/31,CHINA-WAREHOUSE,MAT-0143,791325
1247,2024/03/31,CHINA-WAREHOUSE,MAT-0144,789075
1248,2024/03/31,CHINA-WAREHOUSE,MAT-0145,1308550
1249,2024/03/31,CHINA-WAREHOUSE,MAT-0146,665300
1250,2024/03/31,CHINA-WAREHOUSE,MAT-0147,130100
1251,2024/03/31,CHINA-WAREHOUSE,MAT-0148,109050
1252,2024/03/31,CHINA-WAREHOUSE,MAT-0150,234525
1253,2024/03/31,CHINA-WAREHOUSE,MAT-0151,294750
1254,2024/03/31,CHINA-WAREHOUSE,MAT-0152,40950
1255,2024/03/31,CHINA-WAREHOUSE,MAT-0153,255700
1256,2024/03/31,CHINA-WAREHOUSE,MAT-0154,133250
1257,2024/03/31,CHINA-WAREHOUSE,MAT-0156,14325
1258,2024/03/31,CHINA-WAREHOUSE,MAT-0157,700
1259,2024/03/31,CHINA-WAREHOUSE,MAT-0158,57725
