Unnamed: 0,DATE,MATERIAL_NAME,INBOUND,OUTBOUND,BEFORE,AFTER,date,dayofweek,is_weekend,is_month_start,rolling_inbound_3,rolling_outbound_3,inbound_std_3,outbound_std_3,inbound_freq_3,outbound_freq_3,max_outbound_3,inbound_sum_3,outbound_sum_3,rolling_inbound_7,rolling_outbound_7,inbound_std_7,outbound_std_7,inbound_freq_7,outbound_freq_7,max_outbound_7,inbound_sum_7,outbound_sum_7,rolling_inbound_15,rolling_outbound_15,inbound_std_15,outbound_std_15,inbound_freq_15,outbound_freq_15,max_outbound_15,inbound_sum_15,outbound_sum_15,net_flow_3,net_flow_7,net_flow_15,days_since_last_inbound,days_since_last_outbound,stock_future_min,risk
2205,2024-04-10,MAT-0218,0.0,12.38,2.110000000000002,-10.27,2024-04-10,2,0,0,0.0,6.88,0.0,5.499999999999997,0.0,3.0,12.38,0.0,20.64,0.0,4.609999999999999,0.0,4.182411585038789,0.0,7.0,12.38,0.0,32.269999999999996,4.675,5.702,9.85576537419145,7.75424299622113,2.0,8.0,24.75,46.75,57.019999999999996,-20.64,-32.269999999999996,-10.269999999999996,8,0,-24.28,1
2365,2024-04-16,MAT-0218,0.0,1.38,-10.27,-11.65,2024-04-16,1,0,0,0.0,6.88,0.0,5.499999999999997,0.0,3.0,12.38,0.0,20.64,0.0,4.61,0.0,4.182411585038789,0.0,7.0,12.38,0.0,32.27,4.25,5.309090909090909,9.455653071046969,7.47085062699751,2.0,9.0,24.75,46.75,58.4,-20.64,-32.27,-11.649999999999999,9,0,-24.28,1
2690,2024-04-29,MAT-0218,0.0,12.38,-11.65,-24.03,2024-04-29,0,0,0,0.0,8.713333333333333,0.0,6.350852961085882,0.0,3.0,12.38,0.0,26.14,0.0,5.450000000000001,0.0,5.112354317402764,0.0,7.0,12.38,0.0,38.150000000000006,3.8958333333333335,5.898333333333333,9.098706409887798,7.409866681825271,2.0,10.0,24.75,46.75,70.78,-26.14,-38.150000000000006,-24.03,10,0,-24.28,1
9075,2024-12-20,MAT-0218,0.0,0.25,-24.03,-24.28,2024-12-20,4,0,0,0.0,4.670000000000001,0.0,6.700917847578791,0.0,3.0,12.38,0.0,14.010000000000002,0.0,5.235714285714287,0.0,5.32048825185201,0.0,7.0,12.38,0.0,36.650000000000006,3.5961538461538463,5.463846153846154,8.7781027643236,7.265310888578155,2.0,11.0,24.75,46.75,71.03,-14.010000000000002,-36.650000000000006,-24.28,11,0,123.75,0
8923,2024-12-14,MAT-0220,123.75,0.0,0.0,123.75,2024-12-14,5,1,0,123.75,0.0,0.0,0.0,1.0,0.0,0.0,123.75,0.0,123.75,0.0,0.0,0.0,1.0,0.0,0.0,123.75,0.0,123.75,0.0,0.0,0.0,1.0,0.0,0.0,123.75,0.0,123.75,123.75,123.75,0,1,127.26500000000004,0
1,2023-12-31,MAT-0229,247.5,0.0,251.175,498.675,2023-12-31,6,1,0,247.5,0.0,0.0,0.0,1.0,0.0,0.0,247.5,0.0,247.5,0.0,0.0,0.0,1.0,0.0,0.0,247.5,0.0,247.5,0.0,0.0,0.0,1.0,0.0,0.0,247.5,0.0,247.5,247.5,247.5,0,1,126.76500000000004,0
18,2024-01-02,MAT-0229,0.0,49.62,498.675,449.055,2024-01-02,1,0,0,123.75,24.81,175.0089283436705,35.08663848247649,1.0,1.0,49.62,247.5,49.62,123.75,24.81,175.0089283436705,35.08663848247649,1.0,1.0,49.62,247.5,49.62,123.75,24.81,175.0089283436705,35.08663848247649,1.0,1.0,49.62,247.5,49.62,197.88,197.88,197.88,1,0,102.01500000000004,0
80,2024-01-04,MAT-0229,0.0,49.5,449.055,399.555,2024-01-04,3,0,0,82.5,33.04,142.89419162443238,28.61354224838302,1.0,2.0,49.62,247.5,99.12,82.5,33.04,142.89419162443238,28.61354224838302,1.0,2.0,49.62,247.5,99.12,82.5,33.04,142.89419162443238,28.61354224838302,1.0,2.0,49.62,247.5,99.12,148.38,148.38,148.38,2,0,101.81500000000004,0
142,2024-01-06,MAT-0229,0.0,49.5,399.555,350.055,2024-01-06,5,1,0,0.0,49.54,0.0,0.06928203230197677,0.0,3.0,49.62,0.0,148.62,61.875,37.155,123.75,24.770064594183033,1.0,3.0,49.62,247.5,148.62,61.875,37.155,123.75,24.770064594183033,1.0,3.0,49.62,247.5,148.62,-148.62,98.88,98.88,3,0,74.30500000000004,0
207,2024-01-09,MAT-0229,0.0,49.51,350.055,300.545,2024-01-09,1,0,0,0.0,49.50333333333333,0.0,0.005773502682574047,0.0,3.0,49.51,0.0,148.51,49.5,39.626,110.68536488623958,22.151665400145426,1.0,4.0,49.62,247.5,198.13,49.5,39.626,110.68536488623958,22.151665400145426,1.0,4.0,49.62,247.5,198.13,-148.51,49.370000000000005,49.370000000000005,4,0,74.27500000000003,0
279,2024-01-11,MAT-0229,0.0,49.51,300.545,251.03500000000005,2024-01-11,3,0,0,0.0,49.50666666666666,0.0,0.005773502682576611,0.0,3.0,49.51,0.0,148.51999999999998,41.25,41.27333333333333,101.0414518898061,20.21977414974427,1.0,5.0,49.62,247.5,247.64,41.25,41.27333333333333,101.0414518898061,20.21977414974427,1.0,5.0,49.62,247.5,247.64,-148.51999999999998,-0.13999999999998636,-0.13999999999998636,5,0,24.775000000000038,0
366,2024-01-15,MAT-0229,0.0,123.77,251.03500000000005,127.26500000000004,2024-01-15,0,0,0,0.0,74.26333333333334,0.0,42.874030990021616,0.0,3.0,123.77,0.0,222.79,35.357142857142854,53.058571428571426,93.54620706978373,36.2345449484197,1.0,6.0,123.77,247.5,371.40999999999997,35.357142857142854,53.058571428571426,93.54620706978373,36.2345449484197,1.0,6.0,123.77,247.5,371.40999999999997,-222.79,-123.90999999999997,-123.90999999999997,6,0,-24.72499999999997,1
396,2024-01-16,MAT-0229,0.0,0.5,127.26500000000004,126.76500000000004,2024-01-16,1,0,0,0.0,57.92666666666667,0.0,62.064510256130546,0.0,3.0,123.77,0.0,173.78,0.0,53.129999999999995,0.0,36.11280751570925,0.0,7.0,123.77,0.0,371.90999999999997,30.9375,46.488749999999996,87.50446417183525,38.349439346805134,1.0,7.0,123.77,247.5,371.90999999999997,-173.78,-371.90999999999997,-124.40999999999997,7,0,-49.474999999999966,1
428,2024-01-17,MAT-0229,0.0,24.75,126.76500000000004,102.01500000000004,2024-01-17,2,0,0,0.0,49.67333333333334,0.0,65.30507356502505,0.0,3.0,123.77,0.0,149.02,0.0,49.57714285714285,0.0,37.70400938639714,0.0,7.0,123.77,0.0,347.03999999999996,27.5,44.07333333333333,82.5,36.59716792321504,1.0,8.0,123.77,247.5,396.65999999999997,-149.02,-347.03999999999996,-149.15999999999997,8,0,-123.73499999999996,1
458,2024-01-18,MAT-0229,0.0,0.2,102.01500000000004,101.81500000000004,2024-01-18,3,0,0,0.0,8.483333333333333,0.0,14.088145134592178,0.0,3.0,24.75,0.0,25.45,0.0,42.534285714285716,0.0,42.07223425536247,0.0,7.0,123.77,0.0,297.74,24.75,39.686,78.26637208916739,37.18901277408572,1.0,9.0,123.77,247.5,396.86,-25.45,-297.74,-149.36,9,0,-124.23499999999996,1
592,2024-01-24,MAT-0229,0.0,27.51,101.81500000000004,74.30500000000004,2024-01-24,2,0,0,0.0,17.486666666666668,0.0,15.034162209226475,0.0,3.0,27.51,0.0,52.46,0.0,39.392857142857146,0.0,42.285863167369826,0.0,7.0,123.77,0.0,275.75,22.5,38.57909090909091,74.6240577829965,35.47108863695769,1.0,10.0,123.77,247.5,424.37,-52.46,-275.75,-176.87,10,0,-124.23499999999996,1
653,2024-01-26,MAT-0229,0.0,0.03,74.30500000000004,74.27500000000003,2024-01-26,4,0,0,0.0,9.246666666666668,0.0,15.816739023368036,0.0,3.0,27.51,0.0,27.740000000000002,0.0,32.324285714285715,0.0,44.395739982248614,0.0,7.0,123.77,0.0,226.27,20.625,35.36666666666667,71.44709581221619,35.60410812183778,1.0,11.0,123.77,247.5,424.4,-27.740000000000002,-226.27,-176.89999999999998,11,0,-124.23499999999996,1
855,2024-02-06,MAT-0229,0.0,49.5,74.27500000000003,24.775000000000038,2024-02-06,1,0,0,0.0,25.680000000000003,0.0,24.78571967887962,0.0,3.0,49.5,0.0,77.04,0.0,32.322857142857146,0.0,44.39509496715664,0.0,7.0,123.77,0.0,226.26000000000002,19.03846153846154,36.45384615384615,68.6441492828721,34.31297532481008,1.0,12.0,123.77,247.5,473.9,-77.04,-226.26000000000002,-226.39999999999998,12,0,-124.23499999999996,1
906,2024-02-18,MAT-0229,0.0,49.5,24.775000000000038,-24.72499999999997,2024-02-18,6,1,0,0.0,33.01,0.0,28.561517816810795,0.0,3.0,49.5,0.0,99.03,0.0,21.712857142857143,0.0,22.248656674269657,0.0,7.0,49.5,0.0,151.99,17.678571428571427,37.385714285714286,66.14715737332503,33.150714278019066,1.0,13.0,123.77,247.5,523.4,-99.03,-151.99,-275.9,13,0,-124.23499999999996,1
1049,2024-02-23,MAT-0229,0.0,24.75,-24.72499999999997,-49.474999999999966,2024-02-23,4,0,0,0.0,41.25,0.0,14.289419162443266,0.0,3.0,49.5,0.0,123.75,0.0,25.177142857142858,0.0,20.18764615161602,0.0,7.0,49.5,0.0,176.24,16.5,36.54333333333333,63.904225212422375,32.110996484663865,1.0,14.0,123.77,247.5,548.15,-123.75,-176.24,-300.65,14,0,-124.23499999999996,1
1116,2024-02-26,MAT-0229,0.0,74.25999999999999,-49.474999999999966,-123.73499999999996,2024-02-26,0,0,0,0.0,49.50333333333333,0.0,24.75500016831618,0.0,3.0,74.25999999999999,0.0,148.51,0.0,32.25,0.0,27.39833814911651,0.0,7.0,74.25999999999999,0.0,225.75,0.0,41.494,0.0,31.79748480619182,0.0,15.0,123.77,0.0,622.41,-148.51,-225.75,-622.41,15,0,-124.23499999999996,1
1225,2024-03-01,MAT-0229,0.0,0.5,-123.73499999999996,-124.23499999999996,2024-03-01,4,0,1,0.0,33.169999999999995,0.0,37.59397159120063,0.0,3.0,74.25999999999999,0.0,99.50999999999999,0.0,32.292857142857144,0.0,27.340021771684643,0.0,7.0,74.25999999999999,0.0,226.05,0.0,38.21933333333333,0.0,33.39027349108605,0.0,15.0,123.77,0.0,573.29,-99.50999999999999,-226.05,-573.29,16,0,23.455000000000044,0
1257,2024-03-02,MAT-0229,247.5,0.0,-124.23499999999996,123.26500000000004,2024-03-02,5,1,0,82.5,24.919999999999998,142.89419162443238,42.730424758010535,1.0,2.0,74.25999999999999,247.5,74.75999999999999,35.357142857142854,28.36285714285714,93.54620706978373,29.990830106487387,1.0,6.0,74.25999999999999,247.5,198.54,16.5,34.919333333333334,63.904225212422375,34.61921338271705,1.0,14.0,123.77,247.5,523.79,172.74,48.96000000000001,-276.28999999999996,0,1,23.455000000000044,0
1286,2024-03-04,MAT-0229,0.0,24.75,123.26500000000004,98.51500000000004,2024-03-04,0,0,0,82.5,8.416666666666666,142.89419162443238,14.147290671126147,1.0,2.0,24.75,247.5,25.25,35.357142857142854,31.89428571428571,93.54620706978373,27.446020875616224,1.0,6.0,74.25999999999999,247.5,223.26,16.5,33.26933333333333,63.904225212422375,34.46410253886678,1.0,14.0,123.77,247.5,499.03999999999996,222.25,24.24000000000001,-251.53999999999996,1,0,23.455000000000044,0
1479,2024-03-11,MAT-0229,0.0,24.75,98.51500000000004,73.76500000000004,2024-03-11,0,0,0,82.5,16.5,142.89419162443238,14.28941916244323,1.0,2.0,24.75,247.5,49.5,35.357142857142854,28.358571428571427,93.54620706978373,26.37320321119616,1.0,6.0,74.25999999999999,247.5,198.51,16.5,31.618666666666666,63.904225212422375,34.222789371717674,1.0,14.0,123.77,247.5,474.28,198.0,48.99000000000001,-226.77999999999997,2,0,23.455000000000044,0
1670,2024-03-18,MAT-0229,0.0,24.75,73.76500000000004,49.01500000000004,2024-03-18,0,0,0,0.0,24.75,0.0,0.0,0.0,3.0,24.75,0.0,74.25,35.357142857142854,24.822857142857142,93.54620706978373,24.67058958509485,1.0,6.0,74.25999999999999,247.5,173.76,16.5,29.968,63.904225212422375,33.893740087851874,1.0,14.0,123.77,247.5,449.52,-74.25,73.74000000000001,-202.01999999999998,3,0,23.455000000000044,0
1739,2024-03-21,MAT-0229,0.0,0.8,49.01500000000004,48.215000000000046,2024-03-21,3,0,0,0.0,16.766666666666666,0.0,13.827538947091531,0.0,3.0,24.75,0.0,50.3,35.357142857142854,21.40142857142857,93.54620706978373,26.289976181408903,1.0,6.0,74.25999999999999,247.5,149.81,16.5,21.77,63.904225212422375,22.562370062942037,1.0,14.0,74.25999999999999,247.5,326.55,-50.3,97.69,-79.05000000000001,4,0,23.455000000000044,0
1849,2024-03-26,MAT-0229,0.0,24.76,48.215000000000046,23.455000000000044,2024-03-26,1,0,0,0.0,16.77,0.0,13.830426602241879,0.0,3.0,24.76,0.0,50.31,35.357142857142854,14.33,93.54620706978373,13.001235838693695,1.0,6.0,24.76,247.5,100.31,16.5,23.38733333333333,63.904225212422375,21.784887116225022,1.0,14.0,74.25999999999999,247.5,350.80999999999995,-50.31,147.19,-103.30999999999995,5,0,270.95500000000004,0
1903,2024-03-28,MAT-0229,247.5,0.0,23.455000000000044,270.95500000000004,2024-03-28,3,0,0,82.5,8.520000000000001,142.89419162443238,14.069939587645699,1.0,2.0,24.76,247.5,25.560000000000002,70.71428571428571,14.258571428571429,120.76763402738098,13.090945253076557,2.0,5.0,24.76,495.0,99.81,33.0,21.73733333333333,87.08677938043836,22.59647774912424,2.0,13.0,74.25999999999999,495.0,326.05999999999995,221.94,395.19,168.94000000000005,0,1,468.145,0
1966,2024-03-31,MAT-0229,247.5,0.0,270.95500000000004,518.455,2024-03-31,6,1,0,165.0,8.253333333333334,142.89419162443238,14.295192665135122,2.0,1.0,24.76,495.0,24.76,70.71428571428571,14.258571428571429,120.76763402738098,13.090945253076557,2.0,5.0,24.76,495.0,99.81,49.5,21.724,102.4747355623396,22.61014873268829,3.0,12.0,74.25999999999999,742.5,325.86,470.24,395.19,416.64,0,2,468.145,0
1981,2024-04-01,MAT-0229,0.0,24.76,518.455,493.6950000000001,2024-04-01,0,0,1,165.0,8.253333333333334,142.89419162443238,14.295192665135122,2.0,1.0,24.76,495.0,24.76,70.71428571428571,14.260000000000002,120.76763402738098,13.092281441113819,2.0,5.0,24.76,495.0,99.82000000000001,49.5,21.540666666666667,102.4747355623396,22.570997340666654,3.0,12.0,74.25999999999999,742.5,323.11,470.24,395.18,419.39,1,0,468.145,0
2016,2024-04-02,MAT-0229,0.0,0.5,493.6950000000001,493.1950000000001,2024-04-02,1,0,0,82.5,8.42,142.89419162443238,14.153063272662907,1.0,2.0,24.76,247.5,25.26,70.71428571428571,10.795714285714286,120.76763402738098,13.062258427932562,2.0,5.0,24.76,495.0,75.57000000000001,49.5,21.572000000000003,102.4747355623396,22.53930699910714,3.0,12.0,74.25999999999999,742.5,323.58000000000004,222.24,419.43,418.91999999999996,2,0,468.145,0
2119,2024-04-07,MAT-0229,0.0,25.05,493.1950000000001,468.145,2024-04-07,6,1,0,0.0,16.77,0.0,14.090979383988888,0.0,3.0,25.05,0.0,50.31,70.71428571428571,10.838571428571429,120.76763402738098,13.116054321036527,2.0,5.0,25.05,495.0,75.87,49.5,19.942,102.4747355623396,21.220870522065912,3.0,12.0,74.25999999999999,742.5,299.13,-50.31,419.13,443.37,3,0,715.4449999999999,0
2172,2024-04-09,MAT-0229,247.5,0.0,468.145,715.645,2024-04-09,1,0,0,82.5,8.516666666666667,142.89419162443238,14.320469033287036,1.0,2.0,25.05,247.5,25.55,106.07142857142857,10.724285714285715,132.29431474665006,13.221167191468457,3.0,4.0,25.05,742.5,75.07000000000001,66.0,16.642,113.29008278372321,20.11611443594414,4.0,11.0,74.25999999999999,990.0,249.63,221.95,667.43,740.37,0,1,715.4449999999999,0
2206,2024-04-10,MAT-0229,0.0,0.2,715.645,715.4449999999999,2024-04-10,2,0,0,82.5,8.416666666666666,142.89419162443238,14.40523631646954,1.0,2.0,25.05,247.5,25.25,106.07142857142857,7.215714285714286,132.29431474665006,12.085696583348513,3.0,4.0,25.05,742.5,50.510000000000005,66.0,15.005333333333333,113.29008278372321,20.405938164685118,4.0,11.0,74.25999999999999,990.0,225.07999999999998,222.25,691.99,764.9200000000001,1,0,892.195,0
2273,2024-04-12,MAT-0229,247.5,0.0,715.4449999999999,962.945,2024-04-12,4,0,0,165.0,0.06666666666666667,142.89419162443238,0.11547005383517418,2.0,1.0,0.2,495.0,0.2,106.07142857142857,7.215714285714286,132.29431474665006,12.085696583348513,3.0,4.0,25.05,742.5,50.510000000000005,82.5,10.054666666666666,120.76763402738098,12.46721521584093,5.0,10.0,25.05,1237.5,150.82,494.8,691.99,1086.68,0,1,892.195,0
2442,2024-04-19,MAT-0229,0.0,24.75,962.945,938.195,2024-04-19,4,0,0,82.5,8.316666666666666,142.89419162443238,14.232035459952064,1.0,2.0,24.75,247.5,24.95,70.71428571428571,10.751428571428573,120.76763402738098,13.192548943212135,2.0,5.0,25.05,495.0,75.26,82.5,11.671333333333333,120.76763402738098,12.709662728281465,5.0,10.0,25.05,1237.5,175.07,222.55,419.74,1062.43,1,0,892.195,0
2488,2024-04-21,MAT-0229,0.0,2.06,938.195,936.135,2024-04-21,6,1,0,82.5,8.936666666666666,142.89419162443238,13.733427588673301,1.0,2.0,24.75,247.5,26.81,70.71428571428571,7.508571428571428,120.76763402738098,11.902017235986271,2.0,5.0,25.05,495.0,52.559999999999995,66.0,11.808666666666666,113.29008278372321,12.585059660830657,4.0,11.0,25.05,990.0,177.13,220.69,442.44,812.87,2,0,892.195,0
2512,2024-04-22,MAT-0229,0.0,15.14,936.135,920.995,2024-04-22,0,0,0,0.0,13.983333333333334,0.0,11.389136636871696,0.0,3.0,24.75,0.0,41.95,70.71428571428571,9.6,120.76763402738098,11.750519137467926,2.0,5.0,25.05,495.0,67.2,66.0,11.168000000000001,113.29008278372321,12.115029155085505,4.0,11.0,25.05,990.0,167.52,-41.95,427.8,822.48,3,0,892.195,0
2544,2024-04-23,MAT-0229,0.0,1.54,920.995,919.455,2024-04-23,1,0,0,0.0,6.246666666666667,0.0,7.706239895911163,0.0,3.0,15.14,0.0,18.740000000000002,70.71428571428571,6.241428571428571,120.76763402738098,9.795826370741484,2.0,5.0,24.75,495.0,43.69,66.0,9.620666666666667,113.29008278372321,11.732583119955601,4.0,11.0,25.05,990.0,144.31,-18.740000000000002,451.31,845.69,4,0,892.195,0
2573,2024-04-24,MAT-0229,0.0,1.53,919.455,917.925,2024-04-24,2,0,0,0.0,6.07,0.0,7.854852003698069,0.0,3.0,15.14,0.0,18.21,35.357142857142854,6.46,93.54620706978375,9.649326401360874,1.0,6.0,24.75,247.5,45.22,66.0,8.072666666666667,113.29008278372321,11.109091171948634,4.0,11.0,25.05,990.0,121.09,-18.21,202.28,868.91,5,0,892.195,0
2602,2024-04-25,MAT-0229,0.0,25.73,917.925,892.195,2024-04-25,3,0,0,0.0,9.6,0.0,13.96899065788218,0.0,3.0,25.73,0.0,28.799999999999997,35.357142857142854,10.107142857142858,93.54620706978375,11.530327711858718,1.0,6.0,25.73,247.5,70.75,66.0,9.734666666666667,113.29008278372321,11.787471476509465,4.0,11.0,25.73,990.0,146.02,-28.799999999999997,176.75,843.98,6,0,1139.6950000000002,0
2628,2024-04-26,MAT-0229,247.5,0.0,892.195,1139.6950000000002,2024-04-26,4,0,0,82.5,9.086666666666668,142.89419162443238,14.43383640385788,1.0,2.0,25.73,247.5,27.26,35.357142857142854,10.107142857142858,93.54620706978375,11.530327711858718,1.0,6.0,25.73,247.5,70.75,82.5,8.084,120.76763402738098,11.254698574373302,5.0,10.0,25.73,1237.5,121.26,220.24,176.75,1116.24,0,1,1325.245,0
2654,2024-04-27,MAT-0229,346.5,0.0,1139.6950000000002,1486.1950000000002,2024-04-27,5,1,0,198.0,8.576666666666666,178.47478813546746,14.855222426249059,2.0,1.0,25.73,594.0,25.73,84.85714285714286,6.571428571428571,147.7121960338511,9.982675707730582,2.0,5.0,25.73,594.0,46.0,89.1,8.084,132.5586393153719,11.254698574373302,5.0,10.0,25.73,1336.5,121.26,568.27,548.0,1215.24,0,2,1325.045,0
2691,2024-04-29,MAT-0229,0.0,49.510000000000005,1486.1950000000002,1436.6850000000002,2024-04-29,0,0,0,198.0,16.503333333333334,178.47478813546746,28.58461182757837,2.0,1.0,49.510000000000005,594.0,49.510000000000005,84.85714285714286,13.350000000000003,147.7121960338511,18.706717153650096,2.0,5.0,49.510000000000005,594.0,93.45000000000002,72.6,11.384666666666668,126.70821373759252,15.261299732454308,4.0,11.0,49.510000000000005,1089.0,170.77,544.49,500.54999999999995,918.23,1,0,1294.795,0
2747,2024-05-04,MAT-0229,0.0,24.75,1436.6850000000002,1411.9350000000002,2024-05-04,5,1,0,115.5,24.753333333333334,200.05186827420533,24.755000168316165,1.0,2.0,49.510000000000005,346.5,74.26,84.85714285714286,14.722857142857142,147.7121960338511,19.205946747718283,2.0,5.0,49.510000000000005,594.0,103.06,72.6,11.384000000000002,126.70821373759252,15.260673922583791,4.0,11.0,49.510000000000005,1089.0,170.76000000000002,272.24,490.94,918.24,2,0,1171.005,0
2818,2024-05-07,MAT-0229,24.75,49.5,1411.9350000000002,1387.1850000000002,2024-05-07,1,0,0,8.25,41.25333333333334,14.289419162443238,14.292306788385625,1.0,3.0,49.510000000000005,24.75,123.76,88.39285714285714,21.574285714285715,145.62393469873987,22.06157206331321,3.0,5.0,49.510000000000005,618.75,151.02,74.25,14.650666666666668,125.85355009465793,17.797944691398936,5.0,11.0,49.510000000000005,1113.75,219.76000000000002,-99.01,467.73,893.99,0,0,1146.255,0
2865,2024-05-08,MAT-0229,0.0,60.51,1387.1850000000002,1326.6750000000002,2024-05-08,2,0,0,8.25,44.919999999999995,14.289419162443238,18.314658063966153,1.0,3.0,60.51,24.75,134.76,88.39285714285714,30.0,145.62393469873987,24.2814936388463,3.0,5.0,60.51,618.75,210.0,74.25,17.014666666666667,125.85355009465793,21.29024017400149,5.0,11.0,60.51,1113.75,255.22,-110.00999999999999,408.75,858.53,1,0,1146.1750000000002,0
2951,2024-05-10,MAT-0229,24.75,24.75,1326.6750000000002,1326.6750000000002,2024-05-10,4,0,0,16.5,44.919999999999995,14.289419162443238,18.314658063966153,2.0,3.0,60.51,49.5,134.76,91.92857142857143,29.860000000000003,143.40361994833225,24.313021202639543,4.0,5.0,60.51,643.5,209.02,59.4,18.66466666666667,116.76425425372516,20.83153442900131,5.0,12.0,60.51,891.0,279.97,-85.25999999999999,434.48,611.03,0,0,1133.795,0
3048,2024-05-14,MAT-0229,0.0,1.43,1326.6750000000002,1325.245,2024-05-14,1,0,0,8.25,28.896666666666665,14.289419162443238,29.757481972326442,1.0,3.0,60.51,24.75,86.69,56.57142857142857,30.064285714285717,128.37775591700344,24.02460950577057,3.0,6.0,60.51,396.0,210.45000000000002,59.4,18.74666666666667,116.76425425372516,20.75594326819143,5.0,12.0,60.51,891.0,281.20000000000005,-61.94,185.54999999999998,609.8,1,0,1109.045,0
3088,2024-05-15,MAT-0229,0.0,0.2,1325.245,1325.045,2024-05-15,2,0,0,8.25,8.793333333333333,14.289419162443238,13.83255700632868,1.0,3.0,24.75,24.75,26.38,7.071428571428571,30.092857142857145,12.076763402738099,23.982979182665993,2.0,7.0,60.51,49.5,210.65,42.9,18.76,105.19963165334752,20.74310074630668,4.0,13.0,60.51,643.5,281.40000000000003,-1.629999999999999,-161.15,362.09999999999997,2,0,1084.295,0
3160,2024-05-17,MAT-0229,0.0,30.25,1325.045,1294.795,2024-05-17,4,0,0,0.0,10.626666666666667,0.0,17.005429525105583,0.0,3.0,30.25,0.0,31.88,7.071428571428571,27.34142857142857,12.076763402738099,22.439201135937246,2.0,7.0,60.51,49.5,191.39,42.9,19.12666666666667,105.19963165334752,20.90452878707205,4.0,13.0,60.51,643.5,286.90000000000003,-31.88,-141.89,356.59999999999997,3,0,1084.295,0
3188,2024-05-18,MAT-0229,0.0,123.79,1294.795,1171.005,2024-05-18,5,1,0,0.0,51.413333333333334,0.0,64.4556982223708,0.0,3.0,123.79,0.0,154.24,7.071428571428571,41.49,12.076763402738099,42.65255639075654,2.0,7.0,123.79,49.5,290.43,42.9,27.242,105.19963165334752,33.587043888125336,4.0,13.0,123.79,643.5,408.63,-154.24,-240.93,234.87,4,0,1084.295,0
3243,2024-05-21,MAT-0229,0.0,24.75,1171.005,1146.255,2024-05-21,1,0,0,0.0,59.59666666666667,0.0,55.66103244940157,0.0,3.0,123.79,0.0,178.79000000000002,3.5357142857142856,37.95428571428572,9.354620706978372,42.902995177937115,1.0,7.0,123.79,24.75,265.68,42.9,27.88266666666667,105.19963165334752,33.4310036742343,4.0,13.0,123.79,643.5,418.24,-178.79000000000002,-240.93,225.26,5,0,1084.295,0
3271,2024-05-22,MAT-0229,0.0,0.08,1146.255,1146.1750000000002,2024-05-22,2,0,0,0.0,49.54000000000001,0.0,65.47479744145835,0.0,3.0,123.79,0.0,148.62000000000003,3.5357142857142856,29.321428571428573,9.354620706978372,43.68069689178941,1.0,7.0,123.79,24.75,205.25,42.9,27.785333333333334,105.19963165334752,33.51519716415795,4.0,13.0,123.79,643.5,416.78000000000003,-148.62000000000003,-180.5,226.71999999999997,6,0,1084.295,0
3299,2024-05-23,MAT-0229,0.0,12.38,1146.1750000000002,1133.795,2024-05-23,3,0,0,0.0,12.403333333333334,0.0,12.33501655180621,0.0,3.0,24.75,0.0,37.21,0.0,27.554285714285715,0.0,44.144222293577236,0.0,7.0,123.79,0.0,192.88,42.9,28.508666666666667,105.19963165334752,33.0215208758225,4.0,13.0,123.79,643.5,427.63,-37.21,-192.88,215.87,7,0,1084.295,0
3334,2024-05-24,MAT-0229,0.0,24.75,1133.795,1109.045,2024-05-24,4,0,0,0.0,12.403333333333334,0.0,12.33501655180621,0.0,3.0,24.75,0.0,37.21,0.0,30.885714285714283,0.0,42.7004507615329,0.0,7.0,123.79,0.0,216.2,42.9,28.443333333333335,105.19963165334752,33.02837993230036,4.0,13.0,123.79,643.5,426.65000000000003,-37.21,-216.2,216.84999999999997,8,0,1084.295,0
3359,2024-05-25,MAT-0229,0.0,24.75,1109.045,1084.295,2024-05-25,5,1,0,0.0,20.62666666666667,0.0,7.141822829875675,0.0,3.0,24.75,0.0,61.88,0.0,34.392857142857146,0.0,40.72244373572789,0.0,7.0,123.79,0.0,240.75,26.4,30.093333333333337,88.9755082673236,32.11142913282405,3.0,14.0,123.79,396.0,451.40000000000003,-61.88,-240.75,-55.400000000000034,9,0,1331.795,0
3389,2024-05-27,MAT-0229,247.5,0.0,1084.295,1331.795,2024-05-27,0,0,0,82.5,16.5,142.89419162443238,14.289419162443235,1.0,2.0,24.75,247.5,49.5,35.357142857142854,30.071428571428573,93.54620706978375,42.7880175705658,1.0,6.0,123.79,247.5,210.5,19.8,30.093333333333337,63.583901264392395,32.11142913282405,3.0,14.0,123.79,297.0,451.40000000000003,198.0,37.0,-154.40000000000003,0,1,1356.4350000000002,0
3415,2024-05-28,MAT-0229,396.0,49.52,1331.795,1678.275,2024-05-28,1,0,0,214.5,24.75666666666667,200.05186827420533,24.760000673128697,2.0,2.0,49.52,643.5,74.27000000000001,91.92857142857143,19.461428571428574,162.74530934649303,17.281774049145362,2.0,6.0,49.52,643.5,136.23000000000002,46.2,30.093999999999998,115.65983838085593,32.11186113750316,4.0,14.0,123.79,693.0,451.40999999999997,569.23,507.27,241.59000000000003,0,0,1232.6650000000002,0
